tile_type,pip_name,speed_index,fwd_type,fwd_slow_max,fwd_slow_min,fwd_fast_max,fwd_fast_min,fwd_res,fwd_in_cap
CMT_TOP_R_UPPER_T,CMT_PHASER_D_OCLKDIV_TOIOI->>CMT_TOP_OCLKDIV_1,1471,buffer_switch,0.253,0.220,0.107,0.093,0.0,0.000
CMT_TOP_R_UPPER_T,CMT_PHASER_D_OCLKDIV_TOIOI->>CMT_TOP_OCLKDIV_2,1497,buffer_switch,0.253,0.220,0.107,0.093,0.0,0.000
CMT_TOP_R_UPPER_T,CMT_PHASER_D_OCLKDIV_TOIOI->>CMT_TOP_OCLKDIV_3,1498,buffer_switch,0.253,0.220,0.107,0.093,0.0,0.000
CMT_TOP_R_UPPER_T,CMT_PHASER_D_OCLKDIV_TOIOI->>CMT_TOP_OCLKDIV_4,1499,buffer_switch,0.251,0.218,0.106,0.092,0.0,0.000
CMT_TOP_R_UPPER_T,CMT_PHASER_D_OCLKDIV_TOIOI->>CMT_TOP_OCLKDIV_5,1500,buffer_switch,0.251,0.218,0.106,0.092,0.0,0.000
CMT_TOP_R_UPPER_T,CMT_PHASER_D_OCLKDIV_TOIOI->>CMT_TOP_OCLKDIV_6,1501,buffer_switch,0.249,0.216,0.106,0.092,0.0,0.000
CMT_TOP_R_UPPER_T,CMT_PHASER_D_OCLKDIV_TOIOI->>CMT_TOP_OCLKDIV_7,1502,buffer_switch,0.249,0.216,0.106,0.092,0.0,0.000
CMT_TOP_R_UPPER_T,CMT_PHASER_D_OCLKDIV_TOIOI->>CMT_TOP_OCLKDIV_8,1503,buffer_switch,0.249,0.216,0.106,0.092,0.0,0.000
CMT_TOP_R_UPPER_T,CMT_PHASER_D_OCLKDIV_TOIOI->>CMT_TOP_OCLKDIV_9,1494,buffer_switch,0.252,0.219,0.107,0.093,0.0,0.000
CMT_TOP_R_UPPER_T,CMT_PHASER_D_OCLKDIV_TOIOI->>CMT_TOP_OCLKDIV_10,1495,buffer_switch,0.252,0.219,0.108,0.094,0.0,0.000
CMT_TOP_R_UPPER_T,CMT_PHASER_D_OCLKDIV_TOIOI->>CMT_TOP_OCLKDIV_11,1496,buffer_switch,0.252,0.219,0.108,0.094,0.0,0.000
CMT_TOP_R_UPPER_T,CMT_PHASER_D_OCLKDIV_TOIOI->>CMT_TOP_OCLKDIV_12,1916,buffer_switch,0.253,0.220,0.108,0.094,0.0,0.000
CMT_TOP_R_UPPER_T,CMT_PHASER_D_OCLK_TOIOI->>CMT_TOP_OCLK_0,1467,buffer_switch,0.248,0.215,0.104,0.090,0.0,0.000
CMT_TOP_R_UPPER_T,CMT_PHASER_D_OCLK_TOIOI->>CMT_TOP_OCLK_1,1468,buffer_switch,0.248,0.215,0.104,0.090,0.0,0.000
CMT_TOP_R_UPPER_T,CMT_PHASER_D_OCLK_TOIOI->>CMT_TOP_OCLK_2,1507,buffer_switch,0.246,0.214,0.104,0.090,0.0,0.000
CMT_TOP_R_UPPER_T,CMT_PHASER_D_OCLK_TOIOI->>CMT_TOP_OCLK_3,1508,buffer_switch,0.246,0.214,0.104,0.090,0.0,0.000
CMT_TOP_R_UPPER_T,CMT_PHASER_D_OCLK_TOIOI->>CMT_TOP_OCLK_4,1509,buffer_switch,0.245,0.213,0.103,0.089,0.0,0.000
CMT_TOP_R_UPPER_T,CMT_PHASER_D_OCLK_TOIOI->>CMT_TOP_OCLK_5,1510,buffer_switch,0.245,0.213,0.103,0.089,0.0,0.000
CMT_TOP_R_UPPER_T,CMT_PHASER_D_OCLK_TOIOI->>CMT_TOP_OCLK_6,1511,buffer_switch,0.244,0.212,0.103,0.089,0.0,0.000
CMT_TOP_R_UPPER_T,CMT_PHASER_D_OCLK_TOIOI->>CMT_TOP_OCLK_7,1512,buffer_switch,0.246,0.214,0.104,0.090,0.0,0.000
CMT_TOP_R_UPPER_T,CMT_PHASER_D_OCLK_TOIOI->>CMT_TOP_OCLK_8,1513,buffer_switch,0.248,0.215,0.105,0.091,0.0,0.000
CMT_TOP_R_UPPER_T,CMT_PHASER_D_OCLK_TOIOI->>CMT_TOP_OCLK_9,1504,buffer_switch,0.249,0.216,0.106,0.092,0.0,0.000
CMT_TOP_R_UPPER_T,CMT_PHASER_D_OCLK_TOIOI->>CMT_TOP_OCLK_10,1505,buffer_switch,0.249,0.216,0.106,0.092,0.0,0.000
CMT_TOP_R_UPPER_T,CMT_PHASER_D_OCLK_TOIOI->>CMT_TOP_OCLK_11,1506,buffer_switch,0.251,0.218,0.106,0.092,0.0,0.000
CMT_TOP_R_UPPER_T,CMT_PHASER_D_OCLK_TOIOI->>CMT_TOP_OCLK_12,1917,buffer_switch,0.251,0.218,0.106,0.092,0.0,0.000
CMT_TOP_R_UPPER_T,CMT_PLL_PHASERD_CTSBUS0->CMT_TOP_LOGIC_OUTS_L_B14_7,659,pass_transistor,,,,,0.000,
CMT_TOP_R_UPPER_T,CMT_PLL_PHASER_IN_D_ICLK->>CMT_PHASER_D_ICLK_TOIOI,1918,buffer_switch,0.119,0.113,0.040,0.037,0.0,0.000
CMT_TOP_R_UPPER_T,CMT_PLL_PHASER_IN_D_ICLKDIV->>CMT_PHASER_D_ICLKDIV_TOIOI,1919,buffer_switch,0.120,0.114,0.043,0.039,0.0,0.000
CMT_TOP_R_UPPER_T,CMT_PLL_PHASER_OUT_D_OCLK->>CMT_PHASER_D_OCLK_TOIOI,1920,buffer_switch,0.113,0.107,0.040,0.036,0.0,0.000
CMT_TOP_R_UPPER_T,CMT_PLL_PHASER_OUT_D_OCLK1X_90->>CMT_PHASER_D_OCLK90_TOIOI,1921,buffer_switch,0.118,0.112,0.041,0.037,0.0,0.000
CMT_TOP_R_UPPER_T,CMT_PLL_PHASER_OUT_D_OCLKDIV->>CMT_PHASER_D_OCLKDIV_TOIOI,1922,buffer_switch,0.124,0.118,0.044,0.040,0.0,0.000
CMT_TOP_R_UPPER_T,CMT_TOP_CLK0_0->>CMT_TOP_R_UPPER_T_PLLE2_CLK_IN2_INT,1923,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_R_UPPER_T,CMT_TOP_CLK0_1->>CMT_TOP_R_UPPER_T_PLLE2_CLK_FB_INT,1924,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_R_UPPER_T,CMT_TOP_CLK0_12->>CMT_TOP_R_UPPER_T_PLLE2_DCLK,1925,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_R_UPPER_T,CMT_TOP_CLK1_0->>CMT_TOP_R_UPPER_T_PLLE2_CLK_IN1_INT,1926,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_R_UPPER_T,CMT_TOP_IMUX0_11->>CMT_TOP_R_UPPER_T_PLLE2_PWRDWN,1927,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_R_UPPER_T,CMT_TOP_IMUX0_12->>CMT_TOP_R_UPPER_T_PLLE2_DI15,1928,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_R_UPPER_T,CMT_TOP_IMUX13_10->>CMT_TOP_R_UPPER_T_PLLE2_RST,1930,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_R_UPPER_T,CMT_TOP_IMUX13_11->>CMT_TOP_R_UPPER_T_PLLE2_DADDR3,1931,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_R_UPPER_T,CMT_TOP_IMUX1_11->>CMT_TOP_R_UPPER_T_PLLE2_DEN,1932,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_R_UPPER_T,CMT_TOP_IMUX2_11->>CMT_TOP_R_UPPER_T_PLLE2_DWE,1933,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_R_UPPER_T,CMT_TOP_IMUX47_10->>CMT_TOP_R_UPPER_T_PLLE2_CLKINSEL,1934,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_R_UPPER_T,CMT_TOP_R_UPPER_T_CLKFBIN->>CMT_TOP_R_UPPER_T_PLLE2_CLKFBIN,1935,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_R_UPPER_T,CMT_TOP_R_UPPER_T_FREQ_BB0->>CMT_TOP_R_UPPER_T_PLLE2_CLKFBIN,1936,buffer_switch,0.223,0.212,0.068,0.061,0.0,0.000
CMT_TOP_R_UPPER_T,CMT_TOP_R_UPPER_T_PLLE2_CLKFBOUT->>CMT_TOP_R_UPPER_T_CLKPLL6,1939,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_R_UPPER_T,CMT_TOP_R_UPPER_T_PLLE2_CLKOUT0->>PLLOUT_CLK_FREQ_BB_0,1940,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_R_UPPER_T,CMT_TOP_R_UPPER_T_PLLE2_CLK_FB_INT->>CMT_TOP_R_UPPER_T_PLLE2_CLKFBIN,1937,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_R_UPPER_T,CMT_TOP_R_UPPER_T_PLLE2_CLK_IN1_INT->>CMT_TOP_R_UPPER_T_PLLE2_CLKIN1,1938,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_R_UPPER_T,CMT_TOP_R_UPPER_T_PLLE2_DO0->>CMT_TOP_LOGIC_OUTS_L_B17_12,1941,buffer_switch,0.000,0.000,0.000,0.000,412.5,0.000
CMT_TOP_R_UPPER_T,CMT_TOP_R_UPPER_T_PLLE2_DRDY->>CMT_TOP_LOGIC_OUTS_L_B16_11,1942,buffer_switch,0.000,0.000,0.000,0.000,412.5,0.000
CMT_TOP_R_UPPER_T,CMT_TOP_R_UPPER_T_PLLE2_LOCKED->>CMT_TOP_LOGIC_OUTS_L_B21_11,1943,buffer_switch,0.000,0.000,0.000,0.000,412.5,0.000
CMT_TOP_R_UPPER_T,PLL_CLK_FREQ_BB0_NS->>CMT_TOP_R_UPPER_T_FREQ_BB0,1528,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_R_UPPER_T,PLL_CLK_FREQ_BB2_NS<<->>PLL_CLK_FREQ_BB_BUFOUT_NS2,1472,tl_buffer,0.000,0.000,0.000,0.000,,
DSP_L,DSP_0_ACOUT0->DSP_1_ACIN0,659,pass_transistor,,,,,0.000,
DSP_L,DSP_0_CARRYOUT0->DSP_LOGIC_OUTS_B12_1,658,pass_transistor,,,,,0.000,
DSP_R,DSP_0_ACOUT0->DSP_1_ACIN0,659,pass_transistor,,,,,0.000,
DSP_R,DSP_0_CARRYOUT0->DSP_LOGIC_OUTS_B12_1,658,pass_transistor,,,,,0.000,
GTP_CHANNEL_0,GTPE2_CHANNEL_DMONITOROUT0->GTPE2_LOGIC_OUTS_B9_10,659,pass_transistor,,,,,0.000,
GTP_CHANNEL_1,GTPE2_CHANNEL_DMONITOROUT0->GTPE2_LOGIC_OUTS_B9_10,659,pass_transistor,,,,,0.000,
GTP_CHANNEL_2,GTPE2_CHANNEL_DMONITOROUT0->GTPE2_LOGIC_OUTS_B9_10,659,pass_transistor,,,,,0.000,
GTP_CHANNEL_3,GTPE2_CHANNEL_DMONITOROUT0->GTPE2_LOGIC_OUTS_B9_10,659,pass_transistor,,,,,0.000,
GTP_COMMON,GTPE2_CLK0_1->GTPE2_COMMON_PLL0LOCKDETCLK,659,pass_transistor,,,,,0.000,
GTP_COMMON,GTPE2_COMMON_REFCLK0->>GTPE2_COMMON_GTREFCLK0,2004,tl_buffer,0.000,0.000,0.000,0.000,,
GTP_INT_INTERFACE,GTPE2_INT_INTERFACE_IMUX0->>GTPE2_INT_INTERFACE_IMUX_DELAY0,2012,buffer_switch,0.791,0.655,0.350,0.289,1040.11875,0.000
GTP_INT_INTERFACE,GTPE2_INT_INTERFACE_IMUX0->>GTPE2_INT_INTERFACE_IMUX_OUT0,2013,buffer_switch,0.085,0.070,0.031,0.026,1040.11875,0.000
GTP_INT_INTERFACE,GTPE2_INT_INTERFACE_IMUX_DELAY0->>GTPE2_INT_INTERFACE_IMUX_OUT0,656,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
GTP_INT_INTERFACE,INT_INTERFACE_LOGIC_OUTS_B0->>INT_INTERFACE_LOGIC_OUTS0,472,buffer_switch,0.186,0.154,0.070,0.057,1325.8925625,5.962
HCLK_CMT,HCLK_CMT_BUFMRCE_O0->>HCLK_CMT_BUFMR_PHASEREF0,656,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
HCLK_CMT,HCLK_CMT_BUFMR_CE0->HCLK_CMT_BUFMRCE_CEINP0,659,pass_transistor,,,,,0.000,
HCLK_CMT,HCLK_CMT_CCIO0->>HCLK_CMT_BUFMR_INP0,2079,buffer_switch,0.623,0.598,0.250,0.237,0.0,0.000
HCLK_CMT,HCLK_CMT_CCIO0->>HCLK_CMT_MUX_OUT_FREQ_REF0,2080,buffer_switch,0.593,0.564,0.245,0.228,0.0,0.000
HCLK_CMT,HCLK_CMT_CCIO0->>HCLK_CMT_MUX_MMCM_CLKFBIN,2081,buffer_switch,1.104,1.050,0.426,0.393,0.0,0.000
HCLK_CMT,HCLK_CMT_CCIO0->>HCLK_CMT_MUX_MMCM_CLKIN2,2082,buffer_switch,1.104,1.050,0.426,0.393,0.0,0.000
HCLK_CMT,HCLK_CMT_CCIO0->>HCLK_CMT_MUX_CLK_13,2083,tl_buffer,0.794,0.755,0.313,0.290,,
HCLK_CMT,HCLK_CMT_CCIO0->>HCLK_CMT_MUX_PLLE2_CLKFBIN,2084,buffer_switch,1.124,1.069,0.427,0.393,0.0,0.000
HCLK_CMT,HCLK_CMT_CCIO0->>HCLK_CMT_MUX_PLLE2_CLKIN2,2085,buffer_switch,1.124,1.069,0.427,0.393,0.0,0.000
HCLK_CMT,HCLK_CMT_CK_BUFHCLK0->>HCLK_CMT_MUX_MMCM_CLKFBIN,2086,buffer_switch,0.503,0.478,0.180,0.163,0.0,0.000
HCLK_CMT,HCLK_CMT_CK_BUFHCLK0->>HCLK_CMT_MUX_MMCM_CLKIN2,2087,buffer_switch,0.503,0.478,0.180,0.163,0.0,0.000
HCLK_CMT,HCLK_CMT_CK_BUFHCLK0->>HCLK_CMT_MUX_CLK_LEAF_DN1,2088,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
HCLK_CMT,HCLK_CMT_CK_BUFHCLK0->>HCLK_CMT_MUX_CLK_13,2089,tl_buffer,0.273,0.260,0.094,0.085,,
HCLK_CMT,HCLK_CMT_CK_BUFHCLK0->>HCLK_CMT_MUX_PLLE2_CLKFBIN,2090,buffer_switch,0.526,0.500,0.185,0.168,0.0,0.000
HCLK_CMT,HCLK_CMT_CK_BUFHCLK0->>HCLK_CMT_MUX_PLLE2_CLKIN2,2091,buffer_switch,0.526,0.500,0.185,0.168,0.0,0.000
HCLK_CMT,HCLK_CMT_CK_BUFHCLK0->>HCLK_CMT_MUX_CLK_LEAF_UP1,2092,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
HCLK_CMT,HCLK_CMT_CK_BUFRCLK0->>HCLK_CMT_MUX_MMCM_CLKFBIN,2093,buffer_switch,0.503,0.478,0.180,0.163,0.0,0.000
HCLK_CMT,HCLK_CMT_CK_BUFRCLK0->>HCLK_CMT_MUX_MMCM_CLKIN2,2094,buffer_switch,0.503,0.478,0.180,0.163,0.0,0.000
HCLK_CMT,HCLK_CMT_CK_BUFRCLK0->>HCLK_CMT_MUX_CLK_LEAF_DN1,2095,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
HCLK_CMT,HCLK_CMT_CK_BUFRCLK0->>HCLK_CMT_MUX_PLLE2_CLKFBIN,2096,buffer_switch,0.526,0.500,0.185,0.168,0.0,0.000
HCLK_CMT,HCLK_CMT_CK_BUFRCLK0->>HCLK_CMT_MUX_PLLE2_CLKIN2,2097,buffer_switch,0.526,0.500,0.185,0.168,0.0,0.000
HCLK_CMT,HCLK_CMT_CK_BUFRCLK0->>HCLK_CMT_MUX_CLK_LEAF_UP1,2098,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
HCLK_CMT,HCLK_CMT_CK_IN4->>HCLK_CMT_BUFMR_INP1,2099,buffer_switch,0.407,0.387,0.138,0.125,0.0,0.000
HCLK_CMT,HCLK_CMT_CK_IN4->>HCLK_CMT_MUX_MMCM_CLKFBIN,2100,buffer_switch,0.493,0.468,0.174,0.158,0.0,0.000
HCLK_CMT,HCLK_CMT_CK_IN4->>HCLK_CMT_MUX_MMCM_CLKIN2,2101,buffer_switch,0.493,0.468,0.174,0.158,0.0,0.000
HCLK_CMT,HCLK_CMT_CK_IN4->>HCLK_CMT_MUX_CLK_13,2102,tl_buffer,0.264,0.251,0.090,0.081,,
HCLK_CMT,HCLK_CMT_CK_IN4->>HCLK_CMT_MUX_PLLE2_CLKFBIN,2103,buffer_switch,0.524,0.498,0.184,0.167,0.0,0.000
HCLK_CMT,HCLK_CMT_CK_IN4->>HCLK_CMT_MUX_PLLE2_CLKIN2,2104,buffer_switch,0.524,0.498,0.184,0.167,0.0,0.000
HCLK_CMT,HCLK_CMT_MUX_CLKINT_0->>HCLK_CMT_BUFMR_INP1,2105,buffer_switch,0.521,0.495,0.182,0.165,0.0,0.000
HCLK_CMT,HCLK_CMT_MUX_CLKINT_0->>HCLK_CMT_MUX_OUT_FREQ_REF0,2106,buffer_switch,0.467,0.444,0.147,0.134,0.0,0.000
HCLK_CMT,HCLK_CMT_MUX_CLK_MMCM0->>HCLK_CMT_MUX_CLK_13,2107,tl_buffer,0.604,0.573,0.207,0.187,,
HCLK_CMT,HCLK_CMT_MUX_CLK_PLL0->>HCLK_CMT_MUX_CLK_13,2108,tl_buffer,0.598,0.568,0.223,0.202,,
HCLK_CMT,HCLK_CMT_MUX_MMCM_MUXED0->>HCLK_CMT_MUX_PHSR_PERFCLK0,2109,buffer_switch,0.836,0.795,0.330,0.299,0.0,0.000
HCLK_CMT,HCLK_CMT_MUX_OUT_FREQ_REF0->>HCLK_CMT_FREQ_REF_NS0,1771,tl_buffer,0.000,0.000,0.000,0.000,,
HCLK_CMT,HCLK_CMT_PHASERIN_RCLK0->>HCLK_CMT_MUX_PHSR_PERFCLK3,2110,buffer_switch,0.432,0.411,0.162,0.147,0.0,0.000
HCLK_CMT_L,HCLK_CMT_BUFMRCE_O0->>HCLK_CMT_BUFMR_PHASEREF0,656,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
HCLK_CMT_L,HCLK_CMT_BUFMR_CE0->HCLK_CMT_BUFMRCE_CEINP0,659,pass_transistor,,,,,0.000,
HCLK_CMT_L,HCLK_CMT_CCIO0->>HCLK_CMT_BUFMR_INP0,2079,buffer_switch,0.623,0.598,0.250,0.237,0.0,0.000
HCLK_CMT_L,HCLK_CMT_CCIO0->>HCLK_CMT_MUX_OUT_FREQ_REF0,2080,buffer_switch,0.593,0.564,0.245,0.228,0.0,0.000
HCLK_CMT_L,HCLK_CMT_CCIO0->>HCLK_CMT_MUX_MMCM_CLKFBIN,2081,buffer_switch,1.104,1.050,0.426,0.393,0.0,0.000
HCLK_CMT_L,HCLK_CMT_CCIO0->>HCLK_CMT_MUX_MMCM_CLKIN2,2082,buffer_switch,1.104,1.050,0.426,0.393,0.0,0.000
HCLK_CMT_L,HCLK_CMT_CCIO0->>HCLK_CMT_CK_IN13,2083,tl_buffer,0.794,0.755,0.313,0.290,,
HCLK_CMT_L,HCLK_CMT_CCIO0->>HCLK_CMT_MUX_PLLE2_CLKFBIN,2084,buffer_switch,1.124,1.069,0.427,0.393,0.0,0.000
HCLK_CMT_L,HCLK_CMT_CCIO0->>HCLK_CMT_MUX_PLLE2_CLKIN2,2085,buffer_switch,1.124,1.069,0.427,0.393,0.0,0.000
HCLK_CMT_L,HCLK_CMT_CK_BUFHCLK0->>HCLK_CMT_MUX_MMCM_CLKFBIN,2086,buffer_switch,0.503,0.478,0.180,0.163,0.0,0.000
HCLK_CMT_L,HCLK_CMT_CK_BUFHCLK0->>HCLK_CMT_MUX_MMCM_CLKIN2,2087,buffer_switch,0.503,0.478,0.180,0.163,0.0,0.000
HCLK_CMT_L,HCLK_CMT_CK_BUFHCLK0->>HCLK_CMT_MUX_CLK_LEAF_DN1,2088,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
HCLK_CMT_L,HCLK_CMT_CK_BUFHCLK0->>HCLK_CMT_CK_IN13,2089,tl_buffer,0.273,0.260,0.094,0.085,,
HCLK_CMT_L,HCLK_CMT_CK_BUFHCLK0->>HCLK_CMT_MUX_PLLE2_CLKFBIN,2090,buffer_switch,0.526,0.500,0.185,0.168,0.0,0.000
HCLK_CMT_L,HCLK_CMT_CK_BUFHCLK0->>HCLK_CMT_MUX_PLLE2_CLKIN2,2091,buffer_switch,0.526,0.500,0.185,0.168,0.0,0.000
HCLK_CMT_L,HCLK_CMT_CK_BUFHCLK0->>HCLK_CMT_MUX_CLK_LEAF_UP1,2092,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
HCLK_CMT_L,HCLK_CMT_CK_BUFRCLK0->>HCLK_CMT_MUX_MMCM_CLKFBIN,2093,buffer_switch,0.503,0.478,0.180,0.163,0.0,0.000
HCLK_CMT_L,HCLK_CMT_CK_BUFRCLK0->>HCLK_CMT_MUX_MMCM_CLKIN2,2094,buffer_switch,0.503,0.478,0.180,0.163,0.0,0.000
HCLK_CMT_L,HCLK_CMT_CK_BUFRCLK0->>HCLK_CMT_MUX_CLK_LEAF_DN1,2095,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
HCLK_CMT_L,HCLK_CMT_CK_BUFRCLK0->>HCLK_CMT_MUX_PLLE2_CLKFBIN,2096,buffer_switch,0.526,0.500,0.185,0.168,0.0,0.000
HCLK_CMT_L,HCLK_CMT_CK_BUFRCLK0->>HCLK_CMT_MUX_PLLE2_CLKIN2,2097,buffer_switch,0.526,0.500,0.185,0.168,0.0,0.000
HCLK_CMT_L,HCLK_CMT_CK_BUFRCLK0->>HCLK_CMT_MUX_CLK_LEAF_UP1,2098,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
HCLK_CMT_L,HCLK_CMT_MUX_CLKINT_0->>HCLK_CMT_BUFMR_INP1,2105,buffer_switch,0.521,0.495,0.182,0.165,0.0,0.000
HCLK_CMT_L,HCLK_CMT_MUX_CLKINT_0->>HCLK_CMT_MUX_OUT_FREQ_REF0,2106,buffer_switch,0.467,0.444,0.147,0.134,0.0,0.000
HCLK_CMT_L,HCLK_CMT_MUX_CLK_4->>HCLK_CMT_BUFMR_INP1,2099,buffer_switch,0.407,0.387,0.138,0.125,0.0,0.000
HCLK_CMT_L,HCLK_CMT_MUX_CLK_4->>HCLK_CMT_MUX_MMCM_CLKFBIN,2100,buffer_switch,0.493,0.468,0.174,0.158,0.0,0.000
HCLK_CMT_L,HCLK_CMT_MUX_CLK_4->>HCLK_CMT_MUX_MMCM_CLKIN2,2101,buffer_switch,0.493,0.468,0.174,0.158,0.0,0.000
HCLK_CMT_L,HCLK_CMT_MUX_CLK_4->>HCLK_CMT_CK_IN13,2102,tl_buffer,0.264,0.251,0.090,0.081,,
HCLK_CMT_L,HCLK_CMT_MUX_CLK_4->>HCLK_CMT_MUX_PLLE2_CLKFBIN,2103,buffer_switch,0.524,0.498,0.184,0.167,0.0,0.000
HCLK_CMT_L,HCLK_CMT_MUX_CLK_4->>HCLK_CMT_MUX_PLLE2_CLKIN2,2104,buffer_switch,0.524,0.498,0.184,0.167,0.0,0.000
HCLK_CMT_L,HCLK_CMT_MUX_CLK_MMCM0->>HCLK_CMT_CK_IN13,2107,tl_buffer,0.604,0.573,0.207,0.187,,
HCLK_CMT_L,HCLK_CMT_MUX_CLK_PLL0->>HCLK_CMT_CK_IN13,2108,tl_buffer,0.598,0.568,0.223,0.202,,
HCLK_CMT_L,HCLK_CMT_MUX_MMCM_MUXED0->>HCLK_CMT_MUX_PHSR_PERFCLK0,2109,buffer_switch,0.836,0.795,0.330,0.299,0.0,0.000
HCLK_CMT_L,HCLK_CMT_MUX_OUT_FREQ_REF0->>HCLK_CMT_FREQ_REF_NS0,1771,tl_buffer,0.000,0.000,0.000,0.000,,
HCLK_CMT_L,HCLK_CMT_PHASERIN_RCLK0->>HCLK_CMT_MUX_PHSR_PERFCLK3,2110,buffer_switch,0.432,0.411,0.162,0.147,0.0,0.000
HCLK_IOI3,HCLK_IOI_BUFIO_O0->>HCLK_IOI_IOCLK0,2188,tl_buffer,0.000,0.000,0.000,0.000,,
HCLK_IOI3,HCLK_IOI_CK_BUFHCLK0->>HCLK_IOI_CK_IGCLK0,2189,buffer,0.350,0.335,0.139,0.130,0.0,
HCLK_IOI3,HCLK_IOI_CK_BUFRCLK0->>HCLK_IOI_RCLK2IO0,2190,tl_buffer,0.426,0.405,0.170,0.148,,
HCLK_IOI3,HCLK_IOI_CK_IGCLK0->>HCLK_IOI_LEAF_GCLK_BOT5,2191,tl_buffer,0.000,0.000,0.000,0.000,,
HCLK_IOI3,HCLK_IOI_I2IOCLK_BOT0->>HCLK_IOI_IO_PLL_CLK2_DMUX,2192,buffer,0.196,0.195,0.190,0.100,0.0,
HCLK_IOI3,HCLK_IOI_IOCLK_PLL0->>HCLK_IOI_IO_PLL_CLK0_DMUX,2193,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
HCLK_IOI3,HCLK_IOI_IO_PLL_CLK0_DMUX->>HCLK_IOI_RCLK0,2194,buffer,0.175,0.152,0.067,0.059,0.0,
HCLK_IOI3,HCLK_IOI_IO_PLL_CLK0_DMUX->>HCLK_IOI_IO_PLL_CLK0,2195,buffer,0.073,0.063,0.036,0.032,0.0,
HCLK_IOI3,HCLK_IOI_LEAF_GCLK_BOT0->>HCLK_IOI_IDELAYCTRL_REFCLK,656,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
HCLK_IOI3,HCLK_IOI_RCLK0->>HCLK_IOI_RCLK_BEFORE_DIV0,2196,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
HCLK_IOI3,HCLK_IOI_RCLK2RCLK0->>HCLK_IOI_CK_BUFRCLK0,2197,tl_buffer,0.000,0.000,0.000,0.000,,
HCLK_IOI3,HCLK_IOI_RCLK_BEFORE_DIV0->>HCLK_IOI_RCLK_OUT0,2198,buffer,0.511,0.486,0.254,0.092,0.0,
HCLK_IOI3,HCLK_IOI_RCLK_OUT0->>HCLK_IOI_RCLK2RCLK0,2199,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
HCLK_IOI3,HCLK_RCLK_DIV_CE0->HCLK_IOI_BUFR0_CE,659,pass_transistor,,,,,0.000,
HCLK_L,HCLK_CK_BUFHCLK8->>HCLK_CK_INOUT_L0,656,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
HCLK_L,HCLK_CK_BUFHCLK8->>HCLK_LEAF_CLK_B_BOTL0,2212,tl_buffer,0.193,0.191,0.074,0.072,,
HCLK_L,HCLK_CK_BUFHCLK8->>HCLK_LEAF_CLK_B_TOPL0,2213,tl_buffer,0.193,0.191,0.074,0.072,,
HCLK_L_BOT_UTURN,HCLK_CK_BUFHCLK8->>HCLK_CK_INOUT_L0,656,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
HCLK_L_BOT_UTURN,HCLK_CK_BUFHCLK8->>HCLK_LEAF_CLK_B_TOPL0,2213,tl_buffer,0.193,0.191,0.074,0.072,,
HCLK_R,HCLK_CK_BUFHCLK0->>HCLK_LEAF_CLK_B_BOT0,2212,tl_buffer,0.193,0.191,0.074,0.072,,
