tile_type,wire_name,speed_index,res,cap
BRAM_INT_INTERFACE_L,INT_INTERFACE_LOGIC_OUTS_L17,427,0.000,0.000
BRAM_INT_INTERFACE_L,INT_INTERFACE_BRAM_UTURN_IMUX43,428,0.000,0.000
BRAM_INT_INTERFACE_L,INT_INTERFACE_CTRL0,429,0.000,0.000
BRAM_INT_INTERFACE_L,INT_INTERFACE_BYP6,430,0.000,0.000
BRAM_INT_INTERFACE_L,INT_INTERFACE_CLK0,431,0.000,0.000
BRAM_INT_INTERFACE_L,INT_INTERFACE_LOGIC_OUTS_L_B14,432,0.000,0.000
BRAM_INT_INTERFACE_L,INT_INTERFACE_FAN4,433,0.000,0.000
BRAM_INT_INTERFACE_L,INT_INTERFACE_BLOCK_OUTS_L_B1,434,0.000,0.000
BRAM_INT_INTERFACE_L,INT_INTERFACE_SW4END2,435,0.000,0.000
BRAM_INT_INTERFACE_L,INT_INTERFACE_WW2A2,436,0.000,0.000
BRAM_INT_INTERFACE_L,INT_INTERFACE_WR1END3,437,0.000,0.000
BRAM_INT_INTERFACE_L,INT_INTERFACE_WL1END3,438,0.000,0.000
BRAM_INT_INTERFACE_L,INT_INTERFACE_WW2END2,439,0.000,0.000
BRAM_INT_INTERFACE_L,INT_INTERFACE_SW4A3,440,0.000,0.000
BRAM_INT_INTERFACE_L,INT_INTERFACE_SW2A3,441,0.000,0.000
BRAM_INT_INTERFACE_L,INT_INTERFACE_WW4B1,442,0.000,0.000
BRAM_INT_INTERFACE_L,INT_INTERFACE_WW4END3,443,0.000,0.000
BRAM_INT_INTERFACE_L,INT_INTERFACE_WW4C3,444,0.000,0.000
BRAM_INT_INTERFACE_L,INT_INTERFACE_WW4A3,445,0.000,0.000
BRAM_INT_INTERFACE_L,INT_INTERFACE_PHASER_TO_IO_OCLKDIV,446,0.000,0.000
BRAM_INT_INTERFACE_L,INT_INTERFACE_NW4A1,447,0.000,0.000
BRAM_INT_INTERFACE_L,INT_INTERFACE_NW4END0,448,0.000,0.000
BRAM_INT_INTERFACE_L,INT_INTERFACE_PHASER_TO_IO_ICLK,449,0.000,0.000
BRAM_INT_INTERFACE_L,INT_INTERFACE_PHASER_TO_IO_ICLKDIV,450,0.000,0.000
BRAM_INT_INTERFACE_L,INT_INTERFACE_PHASER_TO_IO_OCLK,451,0.000,0.000
BRAM_INT_INTERFACE_L,INT_INTERFACE_PHASER_TO_IO_OCLK1X_90,452,0.000,0.000
BRAM_INT_INTERFACE_L,INT_INTERFACE_SE2A0,453,0.000,0.000
BRAM_INT_INTERFACE_L,INT_INTERFACE_SE4C1,454,0.000,0.000
BRAM_INT_INTERFACE_L,L_INT_INTER_DQS_IOTOPHASER,455,0.000,0.000
BRAM_INT_INTERFACE_L,INT_INTERFACE_SE4BEG3,456,0.000,0.000
BRAM_INT_INTERFACE_L,INT_INTERFACE_NE4BEG1,457,0.000,0.000
BRAM_INT_INTERFACE_L,INT_INTERFACE_MONITOR_N,458,0.000,0.000
BRAM_INT_INTERFACE_L,INT_INTERFACE_NE2A0,459,0.000,0.000
BRAM_INT_INTERFACE_L,INT_INTERFACE_NE4C0,460,0.000,0.000
BRAM_INT_INTERFACE_L,INT_INTERFACE_NW2A0,461,0.000,0.000
BRAM_INT_INTERFACE_L,INT_INTERFACE_EL1BEG0,462,0.000,0.000
BRAM_INT_INTERFACE_L,INT_INTERFACE_ER1BEG0,463,0.000,0.000
BRAM_INT_INTERFACE_L,INT_INTERFACE_EE4C3,464,0.000,0.000
BRAM_INT_INTERFACE_L,INT_INTERFACE_LH1,465,0.000,0.000
BRAM_INT_INTERFACE_L,INT_INTERFACE_EE4A2,466,0.000,0.000
BRAM_INT_INTERFACE_L,INT_INTERFACE_EE2A0,467,0.000,0.000
BRAM_INT_INTERFACE_L,INT_INTERFACE_EE2BEG0,468,0.000,0.000
BRAM_INT_INTERFACE_L,INT_INTERFACE_EE4B0,469,0.000,0.000
BRAM_INT_INTERFACE_L,INT_INTERFACE_EE4BEG0,470,0.000,0.000
BRAM_INT_INTERFACE_R,INT_INTERFACE_LOGIC_OUTS17,473,0.000,0.000
BRAM_INT_INTERFACE_R,INT_INTERFACE_BRAM_UTURN_R_IMUX43,428,0.000,0.000
BRAM_INT_INTERFACE_R,INT_INTERFACE_CTRL0,429,0.000,0.000
BRAM_INT_INTERFACE_R,INT_INTERFACE_BYP6,430,0.000,0.000
BRAM_INT_INTERFACE_R,INT_INTERFACE_CLK0,431,0.000,0.000
BRAM_INT_INTERFACE_R,INT_INTERFACE_LOGIC_OUTS_B14,474,0.000,0.000
BRAM_INT_INTERFACE_R,INT_INTERFACE_FAN4,433,0.000,0.000
BRAM_INT_INTERFACE_R,INT_INTERFACE_BLOCK_OUTS_B1,434,0.000,0.000
BRAM_INT_INTERFACE_R,INT_INTERFACE_SW4END2,435,0.000,0.000
BRAM_INT_INTERFACE_R,INT_INTERFACE_WW2A2,436,0.000,0.000
BRAM_INT_INTERFACE_R,INT_INTERFACE_WR1END3,437,0.000,0.000
BRAM_INT_INTERFACE_R,INT_INTERFACE_WL1END3,438,0.000,0.000
BRAM_INT_INTERFACE_R,INT_INTERFACE_WW2END2,439,0.000,0.000
BRAM_INT_INTERFACE_R,INT_INTERFACE_SW4A3,440,0.000,0.000
BRAM_INT_INTERFACE_R,INT_INTERFACE_SW2A3,441,0.000,0.000
BRAM_INT_INTERFACE_R,INT_INTERFACE_WW4B1,442,0.000,0.000
BRAM_INT_INTERFACE_R,INT_INTERFACE_WW4END3,443,0.000,0.000
BRAM_INT_INTERFACE_R,INT_INTERFACE_WW4C3,444,0.000,0.000
BRAM_INT_INTERFACE_R,INT_INTERFACE_WW4A3,445,0.000,0.000
BRAM_INT_INTERFACE_R,INT_INTERFACE_PHASER_TO_IO_OCLKDIV,446,0.000,0.000
BRAM_INT_INTERFACE_R,INT_INTERFACE_NW4A1,447,0.000,0.000
BRAM_INT_INTERFACE_R,INT_INTERFACE_NW4END0,448,0.000,0.000
BRAM_INT_INTERFACE_R,INT_INTERFACE_PHASER_TO_IO_ICLK,449,0.000,0.000
BRAM_INT_INTERFACE_R,INT_INTERFACE_PHASER_TO_IO_ICLKDIV,450,0.000,0.000
BRAM_INT_INTERFACE_R,INT_INTERFACE_PHASER_TO_IO_OCLK,451,0.000,0.000
BRAM_INT_INTERFACE_R,INT_INTERFACE_PHASER_TO_IO_OCLK1X_90,452,0.000,0.000
BRAM_INT_INTERFACE_R,INT_INTERFACE_SE2A0,453,0.000,0.000
BRAM_INT_INTERFACE_R,INT_INTERFACE_SE4C1,454,0.000,0.000
BRAM_INT_INTERFACE_R,L_INT_INTER_DQS_IOTOPHASER,455,0.000,0.000
BRAM_INT_INTERFACE_R,INT_INTERFACE_SE4BEG3,456,0.000,0.000
BRAM_INT_INTERFACE_R,INT_INTERFACE_NE4BEG1,457,0.000,0.000
BRAM_INT_INTERFACE_R,INT_INTERFACE_MONITOR_N,458,0.000,0.000
BRAM_INT_INTERFACE_R,INT_INTERFACE_NE2A0,459,0.000,0.000
BRAM_INT_INTERFACE_R,INT_INTERFACE_NE4C0,460,0.000,0.000
BRAM_INT_INTERFACE_R,INT_INTERFACE_NW2A0,461,0.000,0.000
BRAM_INT_INTERFACE_R,INT_INTERFACE_EL1BEG0,462,0.000,0.000
BRAM_INT_INTERFACE_R,INT_INTERFACE_ER1BEG0,463,0.000,0.000
BRAM_INT_INTERFACE_R,INT_INTERFACE_EE4C3,464,0.000,0.000
BRAM_INT_INTERFACE_R,INT_INTERFACE_LH1,465,0.000,0.000
BRAM_INT_INTERFACE_R,INT_INTERFACE_EE4A2,466,0.000,0.000
BRAM_INT_INTERFACE_R,INT_INTERFACE_EE2A0,467,0.000,0.000
BRAM_INT_INTERFACE_R,INT_INTERFACE_EE2BEG0,468,0.000,0.000
BRAM_INT_INTERFACE_R,INT_INTERFACE_EE4B0,469,0.000,0.000
BRAM_INT_INTERFACE_R,INT_INTERFACE_EE4BEG0,470,0.000,0.000
BRAM_L,BRAM_ADDRBWRADDRU2,475,0.000,0.000
BRAM_L,BRAM_LOGIC_OUTS_B9_4,432,0.000,0.000
BRAM_L,BRAM_IMUX29_UTURN_2,428,0.000,0.000
BRAM_L,BRAM_IMUX_ADDRBWRADDRL1,476,0.000,0.000
BRAM_L,BRAM_FIFO36_CASCADEOUTA_1,477,0.000,25.100
BRAM_L,BRAM_FIFO36_CASCADEOUTB_1,478,0.000,25.100
BRAM_L,BRAM_UTURN_ADDRARDADDRL2,458,0.000,0.000
BRAM_L,BRAM_PMVBRAM_SELECT1,479,0.000,0.000
BRAM_L,BRAM_FIFO36_DOBDOU14,480,0.000,25.100
BRAM_L,BRAM_FIFO36_RDCOUNT5,481,0.000,25.100
BRAM_L,BRAM_FIFO36_ECCPARITY5,482,0.000,25.100
BRAM_L,BRAM_FIFO36_EMPTY,483,0.000,25.100
BRAM_L,BRAM_FIFO36_FULL,484,0.000,25.100
BRAM_L,BRAM_FIFO36_DOPADOPL0,485,0.000,25.100
BRAM_L,BRAM_FIFO36_DOPADOPU0,486,0.000,25.100
BRAM_L,BRAM_FIFO36_DOPBDOPL0,487,0.000,25.100
BRAM_L,BRAM_FIFO36_DOPBDOPU0,488,0.000,25.100
BRAM_L,BRAM_FIFO36_DOADOU6,489,0.000,25.100
BRAM_L,BRAM_FIFO36_DOBDOL0,490,0.000,25.100
BRAM_L,BRAM_FIFO36_DOADOL15,491,0.000,25.100
BRAM_L,BRAM_FIFO18_RDCOUNT1,492,0.000,25.100
BRAM_L,BRAM_RAMB18_DOPADOP1,493,0.000,25.100
BRAM_L,BRAM_RAMB18_RDCOUNT4,494,0.000,25.100
BRAM_L,BRAM_RAMB18_DOPBDOP0,495,0.000,25.100
BRAM_L,BRAM_FIFO18_EMPTY,496,0.000,25.100
BRAM_L,BRAM_FIFO18_FULL,497,0.000,25.100
BRAM_L,BRAM_FIFO18_DOBDO4,498,0.000,25.100
BRAM_L,BRAM_RAMB18_EMPTY,499,0.000,25.100
BRAM_L,BRAM_RAMB18_FULL,500,0.000,25.100
BRAM_L,BRAM_FIFO36_WRERR,501,0.000,25.100
BRAM_L,BRAM_FIFO36_WRCOUNT12,502,0.000,25.100
BRAM_L,BRAM_RAMB18_RDERR,503,0.000,25.100
BRAM_L,BRAM_FIFO18_DOPADOP0,504,0.000,25.100
BRAM_L,BRAM_FIFO18_DOPBDOP0,505,0.000,25.100
BRAM_L,BRAM_FIFO36_SBITERR,506,0.000,25.100
BRAM_L,BRAM_FIFO18_DOADO5,507,0.000,25.100
BRAM_L,BRAM_FIFO36_TSTOUT4,508,0.000,50.000
BRAM_L,BRAM_FIFO36_RDERR,509,0.000,25.100
BRAM_L,BRAM_RAMB18_DOADO15,510,0.000,25.100
BRAM_L,BRAM_RAMB18_WRCOUNT2,511,0.000,25.100
BRAM_L,BRAM_RAMB18_DOBDO5,512,0.000,25.100
BRAM_L,BRAM_FIFO36_CASCADEOUTB,513,0.000,25.100
BRAM_L,BRAM_FIFO36_CASCADEOUTA,514,0.000,25.100
BRAM_L,BRAM_FIFO36_ALMOSTFULL,515,0.000,25.100
BRAM_L,BRAM_FIFO36_ALMOSTEMPTY,516,0.000,25.100
BRAM_L,BRAM_RAMB18_WRERR,517,0.000,25.100
BRAM_L,BRAM_FIFO18_WRCOUNT6,518,0.000,25.100
BRAM_L,BRAM_FIFO18_RDERR,519,0.000,25.100
BRAM_L,BRAM_FIFO18_WRERR,520,0.000,25.100
BRAM_L,BRAM_FIFO18_ALMOSTFULL,521,0.000,25.100
BRAM_L,BRAM_FIFO18_ALMOSTEMPTY,522,0.000,25.100
BRAM_L,BRAM_RAMB18_ALMOSTFULL,523,0.000,25.100
BRAM_L,BRAM_RAMB18_ALMOSTEMPTY,524,0.000,25.100
BRAM_L,BRAM_FIFO36_DBITERR,525,0.000,25.100
BRAM_L,BRAM_RAMB18_DIADI14,526,0.000,8.400
BRAM_L,BRAM_RAMB18_ADDRBWRADDR8,527,0.000,22.200
BRAM_L,BRAM_RAMB18_WEBWE4,528,0.000,29.200
BRAM_L,BRAM_FIFO36_WEBWEL2,529,0.000,29.200
BRAM_L,BRAM_RAMB18_DIPBDIP1,530,0.000,28.600
BRAM_L,BRAM_RAMB18_ADDRARDADDR7,531,0.000,24.300
BRAM_L,BRAM_RAMB18_ADDRARDADDR6,532,0.000,22.200
BRAM_L,BRAM_FIFO18_ADDRBTIEHIGH0,533,0.000,22.200
BRAM_L,BRAM_RAMB18_RSTRAMARSTRAM,534,0.000,11.400
BRAM_L,BRAM_RAMB18_REGCLKB,535,0.000,18.800
BRAM_L,BRAM_FIFO18_ADDRBWRADDR1,536,0.000,22.200
BRAM_L,BRAM_RAMB18_DIPADIP0,537,0.000,28.600
BRAM_L,BRAM_FIFO18_DIADI4,538,0.000,8.400
BRAM_L,BRAM_RAMB18_DIBDI2,539,0.000,8.400
BRAM_L,BRAM_RAMB18_CLKARDCLK,540,0.000,22.000
BRAM_L,BRAM_FIFO18_CLKBWRCLK,541,0.000,22.000
BRAM_L,BRAM_RAMB18_DIPBDIP0,542,0.000,28.600
BRAM_L,BRAM_RAMB18_DIPADIP1,543,0.000,28.600
BRAM_L,BRAM_RAMB18_REGCLKARDRCLK,544,0.000,18.800
BRAM_L,BRAM_RAMB18_DIBDI0,545,0.000,33.200
BRAM_L,BRAM_FIFO18_DIADI0,546,0.000,23.600
BRAM_L,BRAM_RAMB18_REGCEB,547,0.000,30.800
BRAM_L,BRAM_RAMB18_REGCEAREGCE,548,0.000,30.800
BRAM_L,BRAM_RAMB18_WEA3,549,0.000,29.200
BRAM_L,BRAM_RAMB18_DIADI0,550,0.000,31.700
BRAM_L,BRAM_FIFO18_DIBDI0,551,0.000,24.900
BRAM_L,BRAM_FIFO18_DIBDI1,552,0.000,8.400
BRAM_L,BRAM_RAMB18_ADDRATIEHIGH1,553,0.000,22.200
BRAM_L,BRAM_FIFO18_DIPADIP0,554,0.000,28.600
BRAM_L,BRAM_FIFO18_DIPADIP1,555,0.000,28.600
BRAM_L,BRAM_FIFO18_DIPBDIP0,556,0.000,28.600
BRAM_L,BRAM_FIFO18_DIPBDIP1,557,0.000,28.600
BRAM_L,BRAM_RAMB18_RSTREGARSTREG,558,0.000,11.400
BRAM_L,BRAM_RAMB18_RSTRAMB,559,0.000,11.400
BRAM_L,BRAM_RAMB18_RSTREGB,560,0.000,11.400
BRAM_L,BRAM_FIFO36_DIADIL6,561,0.000,8.400
BRAM_L,BRAM_FIFO36_CLKBWRCLKL,562,0.000,22.000
BRAM_L,BRAM_FIFO36_CLKBWRCLKU,563,0.000,22.000
BRAM_L,BRAM_FIFO36_DIADIL0,564,0.000,31.700
BRAM_L,BRAM_FIFO36_CLKARDCLKU,565,0.000,22.000
BRAM_L,BRAM_FIFO36_ADDRBWRADDRU10,566,0.000,22.200
BRAM_L,BRAM_FIFO36_ADDRBWRADDRU2,567,0.000,22.200
BRAM_L,BRAM_FIFO36_CASCADEINA,568,0.000,25.100
BRAM_L,BRAM_FIFO36_CASCADEINB,569,0.000,25.100
BRAM_L,BRAM_FIFO36_CLKARDCLKL,570,0.000,22.000
BRAM_L,BRAM_FIFO36_DIBDIL1,571,0.000,8.400
BRAM_L,BRAM_FIFO36_DIBDIL0,572,0.000,33.200
BRAM_L,BRAM_FIFO36_ADDRARDADDRL5,573,0.000,24.300
BRAM_L,BRAM_FIFO36_ADDRARDADDRL6,574,0.000,22.200
BRAM_L,BRAM_FIFO36_ADDRBWRADDRL9,575,0.000,22.200
BRAM_L,BRAM_FIFO36_ADDRBWRADDRL10,576,0.000,22.200
BRAM_L,BRAM_FIFO36_ADDRARDADDRU7,577,0.000,22.200
BRAM_L,BRAM_FIFO36_ADDRARDADDRU0,578,0.000,22.200
BRAM_L,BRAM_FIFO36_TSTRDOS6,579,0.000,50.000
BRAM_L,BRAM_FIFO36_TSTWROS5,580,0.000,50.000
BRAM_L,BRAM_FIFO36_TSTWRCNTOFF,581,0.000,50.000
BRAM_L,BRAM_RAMB18_ENBWREN,582,0.000,30.800
BRAM_L,BRAM_RAMB18_ENARDEN,583,0.000,30.800
BRAM_L,BRAM_FIFO36_TSTRDCNTOFF,584,0.000,50.000
BRAM_L,BRAM_FIFO36_TSTOFF,585,0.000,50.000
BRAM_L,BRAM_FIFO36_TSTIN4,586,0.000,50.000
BRAM_L,BRAM_FIFO36_TSTFLAGIN,587,0.000,50.000
BRAM_L,BRAM_FIFO36_TSTCNT12,588,0.000,50.000
BRAM_L,BRAM_FIFO36_WEAL2,589,0.000,29.200
BRAM_L,BRAM_FIFO36_WEBWEU0,590,0.000,29.200
BRAM_L,BRAM_FIFO36_WEAU3,591,0.000,29.200
BRAM_L,BRAM_FIFO36_ENBWRENU,592,0.000,30.800
BRAM_L,BRAM_FIFO36_DIPADIPU1,593,0.000,28.600
BRAM_L,BRAM_FIFO36_DIPBDIPL0,594,0.000,28.600
BRAM_L,BRAM_FIFO36_DIPBDIPL1,595,0.000,28.600
BRAM_L,BRAM_FIFO36_DIPBDIPU0,596,0.000,28.600
BRAM_L,BRAM_FIFO36_DIPBDIPU1,597,0.000,28.600
BRAM_L,BRAM_FIFO36_ENARDENL,598,0.000,30.800
BRAM_L,BRAM_FIFO36_ENARDENU,599,0.000,30.800
BRAM_L,BRAM_FIFO36_ENBWRENL,600,0.000,30.800
BRAM_L,BRAM_FIFO36_DIPADIPU0,601,0.000,28.600
BRAM_L,BRAM_FIFO36_INJECTDBITERR,602,0.000,16.300
BRAM_L,BRAM_FIFO36_INJECTSBITERR,603,0.000,16.300
BRAM_L,BRAM_FIFO36_REGCEAREGCEL,604,0.000,30.800
BRAM_L,BRAM_FIFO36_REGCEAREGCEU,605,0.000,30.800
BRAM_L,BRAM_FIFO36_REGCEBL,606,0.000,30.800
BRAM_L,BRAM_FIFO36_REGCEBU,607,0.000,30.800
BRAM_L,BRAM_FIFO36_REGCLKARDRCLKL,608,0.000,18.800
BRAM_L,BRAM_FIFO36_DIPADIPL0,609,0.000,28.600
BRAM_L,BRAM_FIFO36_DIPADIPL1,610,0.000,28.600
BRAM_L,BRAM_FIFO36_REGCLKARDRCLKU,611,0.000,18.800
BRAM_L,BRAM_FIFO36_TSTBRAMRST,612,0.000,50.000
BRAM_L,BRAM_FIFO36_RSTREGBU,613,0.000,11.400
BRAM_L,BRAM_FIFO36_RSTRAMBL,614,0.000,11.400
BRAM_L,BRAM_FIFO36_REGCLKBL,615,0.000,18.800
BRAM_L,BRAM_FIFO36_REGCLKBU,616,0.000,18.800
BRAM_L,BRAM_FIFO36_RSTRAMARSTRAMLRST,617,0.000,11.400
BRAM_L,BRAM_FIFO36_RSTRAMARSTRAMU,618,0.000,11.400
BRAM_L,BRAM_FIFO36_RSTREGBL,619,0.000,11.400
BRAM_L,BRAM_FIFO36_RSTRAMBU,620,0.000,11.400
BRAM_L,BRAM_FIFO36_RSTREGARSTREGL,621,0.000,11.400
BRAM_L,BRAM_FIFO36_RSTREGARSTREGU,622,0.000,11.400
BRAM_L,BRAM_CASCINTOP_ADDRARDADDRU6,623,0.000,0.000
BRAM_L,BRAM_CASCINBOT_ADDRARDADDRU1,624,0.000,0.000
BRAM_L,BRAM_BYP3_2,430,0.000,0.000
BRAM_L,BRAM_CLK1_4,431,0.000,0.000
BRAM_L,BRAM_CTRL1_1,429,0.000,0.000
BRAM_L,BRAM_FAN5_2,433,0.000,0.000
BRAM_L,BRAM_WW4C3_3,625,268.920,55.660
BRAM_L,BRAM_SE4BEG1_4,626,268.920,55.660
BRAM_L,BRAM_SE2A3_4,627,268.920,60.430
BRAM_L,BRAM_SW2A1_4,628,268.920,60.430
BRAM_L,BRAM_SE4C3_4,629,268.920,55.660
BRAM_L,BRAM_WW2END2_0,630,268.920,60.430
BRAM_L,BRAM_WW4A0_0,631,268.920,55.660
BRAM_L,BRAM_WW2A1_1,632,268.920,60.430
BRAM_L,BRAM_WR1END2_1,633,268.920,64.292
BRAM_L,BRAM_WW4END0_3,634,268.920,55.660
BRAM_L,BRAM_WW4B2_1,635,268.920,55.660
BRAM_L,BRAM_SW4END2_3,636,268.920,55.660
BRAM_L,BRAM_SW4A3_1,637,268.920,55.660
BRAM_L,BRAM_WL1END2_4,638,268.920,64.292
BRAM_L,BRAM_BLOCK_OUTS_L_B0_0,434,0.000,0.000
BRAM_L,BRAM_EE4B0_1,639,268.920,55.660
BRAM_L,BRAM_EE4A3_4,640,268.920,55.660
BRAM_L,BRAM_EE4BEG1_1,641,268.920,55.660
BRAM_L,BRAM_LH10_3,642,12.860,51.040
BRAM_L,BRAM_EE2BEG0_4,643,268.920,60.430
BRAM_L,BRAM_EE2A3_4,644,268.920,60.430
BRAM_L,BRAM_ER1BEG3_4,645,268.920,64.292
BRAM_L,BRAM_EE4C2_1,646,268.920,55.660
BRAM_L,BRAM_EL1BEG0_3,647,268.920,64.292
BRAM_L,BRAM_LH1_0,648,0.000,0.000
BRAM_L,BRAM_NW2A0_1,649,268.920,60.430
BRAM_L,BRAM_NE4C1_4,650,268.920,55.660
BRAM_L,BRAM_NE4BEG3_1,651,268.920,55.660
BRAM_L,BRAM_NW4END2_0,652,268.920,55.660
BRAM_L,BRAM_NW4A3_3,653,268.920,55.660
BRAM_L,BRAM_NE2A2_1,654,268.920,60.430
BRAM_R,BRAM_ADDRBWRADDRU2,475,0.000,0.000
BRAM_R,BRAM_LOGIC_OUTS_B9_4,432,0.000,0.000
BRAM_R,BRAM_IMUX40_UTURN_0,428,0.000,0.000
BRAM_R,BRAM_FIFO36_CASCADEOUTB_1,478,0.000,25.100
BRAM_R,BRAM_FIFO36_CASCADEOUTA_1,477,0.000,25.100
BRAM_R,BRAM_UTURN_ADDRARDADDRL2,458,0.000,0.000
BRAM_R,BRAM_R_IMUX_ADDRBWRADDRU5,476,0.000,0.000
BRAM_R,BRAM_PMVBRAM_SELECT1,479,0.000,0.000
BRAM_R,BRAM_FIFO36_DOPBDOPL1,487,0.000,25.100
BRAM_R,BRAM_FIFO36_DOBDOU10,480,0.000,25.100
BRAM_R,BRAM_FIFO36_DOPBDOPU0,488,0.000,25.100
BRAM_R,BRAM_FIFO36_ECCPARITY0,482,0.000,25.100
BRAM_R,BRAM_FIFO36_DOPADOPU1,486,0.000,25.100
BRAM_R,BRAM_FIFO36_DOPADOPL1,485,0.000,25.100
BRAM_R,BRAM_FIFO36_RDCOUNT2,481,0.000,25.100
BRAM_R,BRAM_FIFO36_FULL,484,0.000,25.100
BRAM_R,BRAM_FIFO36_EMPTY,483,0.000,25.100
BRAM_R,BRAM_FIFO36_DOBDOL7,490,0.000,25.100
BRAM_R,BRAM_FIFO36_DOADOU4,489,0.000,25.100
BRAM_R,BRAM_FIFO36_DOADOL15,491,0.000,25.100
BRAM_R,BRAM_RAMB18_WRERR,517,0.000,25.100
BRAM_R,BRAM_FIFO18_DOADO6,507,0.000,25.100
BRAM_R,BRAM_FIFO18_DOPADOP0,504,0.000,25.100
BRAM_R,BRAM_FIFO18_DOPBDOP0,505,0.000,25.100
BRAM_R,BRAM_FIFO18_EMPTY,496,0.000,25.100
BRAM_R,BRAM_FIFO18_DOBDO15,498,0.000,25.100
BRAM_R,BRAM_FIFO18_FULL,497,0.000,25.100
BRAM_R,BRAM_FIFO18_RDCOUNT0,492,0.000,25.100
BRAM_R,BRAM_RAMB18_WRCOUNT8,511,0.000,25.100
BRAM_R,BRAM_FIFO36_TSTOUT3,508,0.000,50.000
BRAM_R,BRAM_FIFO36_SBITERR,506,0.000,25.100
BRAM_R,BRAM_FIFO36_RDERR,509,0.000,25.100
BRAM_R,BRAM_FIFO36_WRCOUNT7,502,0.000,25.100
BRAM_R,BRAM_FIFO36_WRERR,501,0.000,25.100
BRAM_R,BRAM_FIFO18_ALMOSTFULL,521,0.000,25.100
BRAM_R,BRAM_FIFO18_ALMOSTEMPTY,522,0.000,25.100
BRAM_R,BRAM_RAMB18_DOADO10,510,0.000,25.100
BRAM_R,BRAM_FIFO36_DBITERR,525,0.000,25.100
BRAM_R,BRAM_FIFO36_CASCADEOUTB,513,0.000,25.100
BRAM_R,BRAM_RAMB18_DOBDO0,512,0.000,25.100
BRAM_R,BRAM_FIFO18_WRCOUNT7,518,0.000,25.100
BRAM_R,BRAM_FIFO18_RDERR,519,0.000,25.100
BRAM_R,BRAM_FIFO18_WRERR,520,0.000,25.100
BRAM_R,BRAM_RAMB18_ALMOSTEMPTY,524,0.000,25.100
BRAM_R,BRAM_RAMB18_ALMOSTFULL,523,0.000,25.100
BRAM_R,BRAM_FIFO36_ALMOSTEMPTY,516,0.000,25.100
BRAM_R,BRAM_FIFO36_ALMOSTFULL,515,0.000,25.100
BRAM_R,BRAM_FIFO36_CASCADEOUTA,514,0.000,25.100
BRAM_R,BRAM_RAMB18_RDCOUNT3,494,0.000,25.100
BRAM_R,BRAM_RAMB18_RDERR,503,0.000,25.100
BRAM_R,BRAM_RAMB18_FULL,500,0.000,25.100
BRAM_R,BRAM_RAMB18_EMPTY,499,0.000,25.100
BRAM_R,BRAM_RAMB18_DOPBDOP1,495,0.000,25.100
BRAM_R,BRAM_RAMB18_DOPADOP1,493,0.000,25.100
BRAM_R,BRAM_RAMB18_ADDRBWRADDR9,527,0.000,22.200
BRAM_R,BRAM_RAMB18_DIADI1,526,0.000,8.400
BRAM_R,BRAM_RAMB18_DIADI0,550,0.000,31.700
BRAM_R,BRAM_RAMB18_CLKBWRCLK,541,0.000,22.000
BRAM_R,BRAM_RAMB18_CLKARDCLK,540,0.000,22.000
BRAM_R,BRAM_RAMB18_DIBDI15,539,0.000,8.400
BRAM_R,BRAM_RAMB18_DIPADIP0,537,0.000,28.600
BRAM_R,BRAM_FIFO18_DIBDI15,552,0.000,8.400
BRAM_R,BRAM_FIFO18_DIPADIP0,554,0.000,28.600
BRAM_R,BRAM_FIFO18_DIPADIP1,555,0.000,28.600
BRAM_R,BRAM_FIFO18_DIPBDIP0,556,0.000,28.600
BRAM_R,BRAM_FIFO18_DIPBDIP1,557,0.000,28.600
BRAM_R,BRAM_FIFO18_DIADI13,538,0.000,8.400
BRAM_R,BRAM_FIFO18_DIBDI0,551,0.000,24.900
BRAM_R,BRAM_RAMB18_DIPADIP1,543,0.000,28.600
BRAM_R,BRAM_RAMB18_ADDRARDADDR1,531,0.000,24.300
BRAM_R,BRAM_RAMB18_REGCEAREGCE,548,0.000,30.800
BRAM_R,BRAM_RAMB18_REGCEB,547,0.000,30.800
BRAM_R,BRAM_RAMB18_REGCLKARDRCLK,544,0.000,18.800
BRAM_R,BRAM_RAMB18_REGCLKB,535,0.000,18.800
BRAM_R,BRAM_RAMB18_RSTRAMARSTRAM,534,0.000,11.400
BRAM_R,BRAM_RAMB18_RSTRAMB,559,0.000,11.400
BRAM_R,BRAM_RAMB18_RSTREGARSTREG,558,0.000,11.400
BRAM_R,BRAM_RAMB18_DIPBDIP0,542,0.000,28.600
BRAM_R,BRAM_RAMB18_DIPBDIP1,530,0.000,28.600
BRAM_R,BRAM_RAMB18_WEBWE0,528,0.000,29.200
BRAM_R,BRAM_RAMB18_WEA3,549,0.000,29.200
BRAM_R,BRAM_RAMB18_RSTREGB,560,0.000,11.400
BRAM_R,BRAM_RAMB18_ADDRBWRADDR1,536,0.000,22.200
BRAM_R,BRAM_RAMB18_ADDRBTIEHIGH1,533,0.000,22.200
BRAM_R,BRAM_RAMB18_ADDRATIEHIGH1,553,0.000,22.200
BRAM_R,BRAM_RAMB18_ADDRARDADDR13,532,0.000,22.200
BRAM_R,BRAM_RAMB18_DIBDI0,545,0.000,33.200
BRAM_R,BRAM_RAMB18_ENBWREN,582,0.000,30.800
BRAM_R,BRAM_RAMB18_ENARDEN,583,0.000,30.800
